Symbol,Buy/Sell,Quantity,Price
CCC,Buy,920,1225.9
VVV,Buy,450,1410.3
TQM,Sell,100,1057.7
DLH,Sell,870,171
HSW,Sell,900,1079.2
KKK,Sell,560,1685.1
HRT,Buy,900,916
PPP,Buy,330,960
TQM,Sell,80,1059.9
GGG,Buy,740,585
FFF,Buy,180,243
JJJ,Buy,380,726
GKH,Buy,380,1349.1
AAA,Sell,200,1215.4
GKH,Buy,260,1330.9
SSS,Buy,700,863
AAA,Sell,830,1215.5
FFF,Sell,80,249
HRT,Sell,470,912
UUU,Sell,720,682
HSW,Sell,250,1076.7
BBB,Sell,150,474
NEH,Sell,200,514
TTT,Sell,870,1335.1
FFF,Sell,540,242
VVV,Sell,140,1419.4
AAA,Sell,940,1216.9
HHH,Buy,360,1886.9
GKH,Buy,50,1345.4
WWW,Sell,80,1503.3
TTT,Sell,820,1299.2
DLH,Sell,800,175
TTT,Sell,530,1323.6
GGG,Sell,690,593
UUU,Sell,310,681
AAA,Buy,220,1222.6
PDB,Buy,880,461
FFF,Buy,680,249
SSS,Buy,250,870
PDB,Sell,500,473
TTT,Sell,400,1336.8
UUU,Sell,460,666
GGG,Sell,750,578
DLH,Sell,760,172
CGG,Buy,770,1400.4
GKH,Buy,970,1351
TQM,Sell,300,1068.9
EEE,Sell,670,1311.9
AAA,Buy,60,1204.7
WWW,Buy,490,1535.8
GGG,Sell,910,595
CCC,Buy,130,1239.5
AAA,Buy,60,1193.3
PDB,Sell,790,470
FFF,Sell,50,247
YYY,Sell,890,61
PDB,Sell,120,463
NNN,Buy,850,618
BBB,Buy,350,465
AAA,Buy,150,1219.8
RRR,Buy,260,111
HSW,Buy,800,1063.8
FFF,Buy,660,245
PPP,Sell,420,939
YYY,Buy,60,61
MDU,Buy,200,1641.1
VVV,Buy,560,1396.1
TTT,Sell,650,1317.9
DLH,Sell,310,175
FFF,Sell,250,243
TTT,Sell,160,1336.5
GGG,Buy,510,586
GKH,Sell,410,1338.5
FVD,Buy,750,649
MMM,Sell,220,1650.5
MMM,Sell,540,1705.3
PDB,Sell,390,459
CCC,Sell,250,1230.5
TTT,Sell,980,1318
BBB,Sell,790,462
GGG,Buy,570,596
VVV,Sell,420,1410
GGG,Sell,200,585
TQM,Sell,820,1068.5
PPP,Buy,800,947
AAA,Sell,60,1213.5
TTT,Sell,30,1317.5
TTT,Buy,630,1314.5
DLH,Sell,580,172
GKH,Buy,570,1313.9
AAA,Buy,170,1220.2
HSW,Buy,530,1075.3
UUU,Buy,850,675
PDB,Sell,630,468
PPP,Sell,370,957
GGG,Buy,340,584
GKH,Buy,970,1329.7
TTT,Sell,630,1353.5
RRR,Buy,270,113
NEH,Buy,470,522
DLH,Sell,250,174
TTT,Sell,280,1323.6
AAA,Buy,840,1225
HRT,Sell,870,920
RRR,Buy,370,112
DLH,Buy,350,178
PPP,Buy,970,945
HRT,Sell,390,915
NEH,Buy,380,520
GKH,Sell,390,1340.5
DLH,Sell,480,172
DLH,Buy,170,174
CCC,Buy,100,1261.2
GKH,Buy,170,1343.9
TTT,Sell,720,1325.4
GKH,Sell,600,1335.5
CGG,Sell,520,1414.4
NEH,Sell,580,521
MDU,Buy,710,1669
SSS,Buy,370,860
MMM,Sell,410,1689.6
TTT,Buy,950,1313.7
EEE,Buy,110,1327.6
FVD,Buy,290,659
HRT,Sell,190,921
GKH,Buy,640,1336.5
DLH,Sell,570,172
YYY,Sell,210,61
CGG,Sell,410,1418.1
SSS,Buy,220,890
FVD,Buy,900,651
AAA,Buy,200,1193.7
MDU,Sell,270,1641.1
GGG,Sell,500,586
GKH,Sell,570,1358.6
NNN,Sell,390,613
VVV,Buy,380,1412.3
VVV,Sell,530,1391.2
NEH,Sell,200,515
PDB,Buy,990,466
HRT,Buy,50,912
TTT,Sell,90,1330.2
GGG,Buy,90,579
TTT,Sell,980,1323.9
XXX,Buy,820,1355.2
PPP,Sell,330,967
CCC,Sell,50,1249.6
CGG,Sell,980,1418.8
BBB,Buy,630,462
SSS,Buy,510,884
SSS,Sell,260,865
VVV,Buy,150,1391.8
PPP,Sell,190,950
AAA,Sell,50,1219
FFF,Buy,630,244
MDU,Buy,880,1656.6
MDU,Sell,440,1641.8
GGG,Sell,260,593
PPP,Buy,700,943
NEH,Sell,450,519
FFF,Sell,830,247
PDB,Buy,980,472
BBB,Buy,740,469
FFF,Buy,370,248
TTT,Buy,920,1331.4
PPP,Sell,590,947
TTT,Buy,840,1317.6
PDB,Buy,850,467
CGG,Sell,270,1414.6
SSS,Buy,950,871
FFF,Buy,210,245
RRR,Sell,920,113
GKH,Buy,270,1333.4
FFF,Buy,250,246
CGG,Sell,360,1408.1
MMM,Sell,870,1667.3
TTT,Buy,490,1336.4
PDB,Sell,360,462
YYY,Sell,550,62
NEH,Buy,960,514
EEE,Sell,430,1321.5
HRT,Buy,290,915
VVV,Sell,430,1409.4
TTT,Buy,920,1329.3
SSS,Sell,140,862
SSS,Buy,400,871
GGG,Sell,920,582
TQM,Buy,60,1072
AAA,Sell,250,1206.4
GGG,Buy,280,581
CGG,Sell,970,1432.9
SSS,Sell,920,866
FFF,Sell,180,247
HRT,Buy,300,902
CGG,Sell,200,1427.8
TQM,Buy,750,1064
GKH,Sell,630,1310.5
FFF,Sell,740,246
SSS,Buy,140,888
AAA,Buy,590,1207.3
VVV,Sell,730,1409.1
VVV,Sell,970,1420.4
FFF,Sell,380,239
MDU,Sell,730,1657.2
TTT,Buy,40,1332.6
YYY,Buy,910,61
NNN,Buy,520,622
PPP,Sell,970,963
FFF,Sell,860,243
NEH,Sell,820,505
TTT,Sell,510,1345.2
TQM,Buy,620,1063.1
SSS,Sell,310,869
MDU,Sell,800,1647.5
DLH,Sell,740,176
PDB,Buy,410,474
TQM,Buy,950,1069.4
GGG,Sell,360,583
DLH,Buy,970,173
UUU,Buy,180,680
PPP,Sell,590,942
TTT,Buy,590,1318.1
AAA,Buy,720,1214.8
GKH,Buy,320,1322.9
FFF,Sell,400,250
VVV,Sell,470,1435.9
QQQ,Sell,550,1648.6
HRT,Buy,860,906
PDB,Sell,930,462
GKH,Buy,560,1330.5
FVD,Buy,730,649
PPP,Buy,770,936
XXX,Sell,910,1352.6
HRT,Buy,700,915
VVV,Buy,240,1400.6
VVV,Buy,80,1410.2
RRR,Sell,220,115
BBB,Buy,460,464
TTT,Buy,450,1327.8
SSS,Buy,220,883
TTT,Buy,670,1314.7
TTT,Sell,930,1319.4
FFF,Sell,860,243
GKH,Sell,410,1339.4
GGG,Sell,990,575
GKH,Sell,240,1345.2
TTT,Buy,470,1346.2
AAA,Sell,270,1222
MDU,Buy,640,1661.8
TTT,Sell,600,1322.2
HSW,Buy,670,1072.3
VVV,Sell,500,1386.6
FFF,Sell,980,247
CCC,Sell,460,1241.8
NEH,Buy,630,513
FFF,Sell,330,248
JJJ,Sell,550,741
CCC,Buy,80,1253
PDB,Buy,760,460
CCC,Buy,370,1235.2
EEE,Buy,190,1326.9
CGG,Sell,630,1428.9
KKK,Sell,830,1698.6
EEE,Sell,40,1317.6
GKH,Buy,820,1323.5
DDD,Buy,510,1569.5
HRT,Sell,780,923
TQM,Sell,70,1056.2
GGG,Sell,550,601
UUU,Sell,590,685
CCC,Buy,140,1261.2
AAA,Buy,50,1219.5
UUU,Buy,330,688
SSS,Sell,690,874
NEH,Buy,510,509
CCC,Sell,300,1249.5
EEE,Buy,80,1315.1
TQM,Sell,610,1045.4
NEH,Buy,140,512
KKK,Sell,200,1690.8
AAA,Sell,80,1215.7
TQM,Sell,690,1053.3
MDU,Sell,550,1625.5
VVV,Sell,60,1407.7
QQQ,Sell,560,1662.1
GGG,Buy,150,588
MMM,Sell,650,1680.9
GKH,Sell,170,1302.6
PDB,Sell,290,472
VVV,Sell,90,1409.6
TTT,Buy,360,1322
PDB,Sell,300,464
BBB,Buy,70,466
CCC,Buy,110,1232.5
AAA,Sell,820,1210.9
NNN,Sell,770,630
GGG,Buy,550,600
PDB,Buy,150,471
FVD,Sell,90,668
FFF,Buy,350,249
AAA,Buy,750,1209.9
CCC,Buy,340,1261.6
EEE,Buy,580,1317.7
CCC,Sell,50,1242.1
CGG,Buy,380,1412.4
TTT,Buy,110,1328.2
DLH,Buy,540,175
EEE,Buy,920,1313.5
UUU,Sell,310,677
BBB,Buy,990,468
CCC,Sell,240,1248.8
MMM,Buy,690,1693.8
UUU,Buy,210,683
HRT,Sell,520,904
PDB,Buy,910,471
PPP,Buy,400,955
GKH,Buy,60,1323.1
MMM,Buy,840,1702.2
TTT,Buy,690,1337.1
EEE,Sell,770,1312.1
MDU,Sell,330,1653.4
BBB,Sell,10,468
BBB,Buy,110,464
VVV,Buy,160,1432
YYY,Buy,40,61
BBB,Sell,680,470
GGG,Sell,150,586
NEH,Sell,410,507
FFF,Sell,640,243
CCC,Sell,340,1244.4
YYY,Sell,500,61
AAA,Sell,480,1209.9
SSS,Buy,150,880
SSS,Sell,360,864
AAA,Buy,460,1224.2
HHH,Buy,690,1893.9
GKH,Sell,20,1350.4
HRT,Sell,680,918
MMM,Sell,650,1687.8
DLH,Sell,670,174
VVV,Buy,380,1395.8
SSS,Buy,960,876
EEE,Sell,820,1330.6
GKH,Buy,420,1351.5
TQM,Sell,570,1071.6
MDU,Buy,950,1641.6
MDU,Sell,390,1648.2
NEH,Sell,240,512
UUU,Sell,210,689
PPP,Buy,760,950
HRT,Buy,710,905
CCC,Sell,190,1248.5
XXX,Buy,40,1338.5
VVV,Sell,770,1403.2
DLH,Buy,20,168
PPP,Sell,840,966
KKK,Sell,350,1701.3
YYY,Sell,770,62
BBB,Sell,360,469
TTT,Sell,250,1343.7
FFF,Buy,360,246
FFF,Sell,120,242
ZZZ,Sell,490,1688.4
HRT,Buy,560,909
DLH,Buy,230,173
GKH,Sell,150,1327.5
VVV,Sell,810,1400.4
MMM,Sell,100,1668.2
HRT,Sell,570,897
CGG,Sell,860,1413.5
BBB,Sell,750,470
PDB,Sell,140,450
TTT,Buy,550,1308.4
FFF,Sell,830,244
AAA,Buy,260,1208.3
TTT,Buy,120,1344.5
VVV,Sell,60,1414.9
XXX,Buy,690,1350.9
MMM,Buy,20,1680.2
TQM,Sell,170,1066.1
SSS,Sell,740,868
CCC,Sell,420,1224.1
WWW,Buy,190,1493.2
BBB,Buy,360,468
HRT,Buy,770,923
MDU,Sell,650,1621.9
TTT,Sell,630,1337.7
BBB,Sell,690,474
VVV,Buy,800,1412
BBB,Sell,750,470
CCC,Buy,940,1250.4
EEE,Sell,720,1331
FFF,Buy,290,246
EEE,Buy,840,1316.4
PDB,Sell,570,471
MDU,Sell,810,1650.2
TTT,Sell,320,1334.8
RRR,Sell,560,114
PPP,Buy,40,956
FFF,Buy,920,251
TQM,Buy,20,1053.1
MMM,Sell,390,1704.7
PPP,Buy,660,943
VVV,Sell,160,1414.6
TTT,Buy,50,1321
DLH,Buy,120,174
NNN,Sell,910,625
QQQ,Buy,170,1634.6
GGG,Sell,760,583
GKH,Sell,50,1347.7
CCC,Buy,330,1211.5
PPP,Sell,680,950
SSS,Buy,700,871
NEH,Buy,650,522
HSW,Buy,30,1072.4
PPP,Buy,380,952
AAA,Sell,850,1201.5
BBB,Buy,70,469
AAA,Sell,500,1219.7
CCC,Sell,930,1238.4
DLH,Buy,430,172
SSS,Buy,570,888
PPP,Buy,500,945
VVV,Sell,570,1404.9
DLH,Sell,140,174
FVD,Buy,640,656
AAA,Buy,540,1220.4
BBB,Buy,990,462
KKK,Sell,110,1679.7
HRT,Sell,960,897
BBB,Sell,150,466
PDB,Buy,460,462
RRR,Sell,210,113
DLH,Sell,30,170
BBB,Sell,290,463
RRR,Buy,360,114
GKH,Buy,440,1310.8
JJJ,Buy,270,736
TTT,Sell,640,1347.9
EEE,Sell,550,1319.3
CGG,Sell,340,1415.2
HRT,Sell,480,911
FVD,Buy,590,655
VVV,Buy,20,1398.6
DLH,Buy,50,177
NNN,Sell,650,623
PPP,Sell,120,944
AAA,Sell,260,1226.1
TQM,Sell,30,1076.4
YYY,Buy,850,62
GKH,Sell,710,1322.5
KKK,Buy,90,1688.8
CCC,Sell,70,1239.7
GKH,Buy,110,1350.5
GKH,Sell,170,1315.8
TQM,Sell,40,1064.5
KKK,Sell,50,1659.4
VVV,Buy,440,1394.5
FVD,Buy,850,659
GKH,Buy,990,1324.7
GGG,Sell,100,593
JJJ,Sell,910,729
GKH,Buy,330,1322.5
TQM,Sell,60,1049.9
MDU,Buy,800,1640.2
GKH,Buy,310,1351.8
GKH,Buy,530,1311.7
PDB,Sell,20,470
FFF,Buy,460,248
DLH,Sell,430,174
NEH,Buy,670,510
BBB,Sell,280,463
PDB,Buy,830,466
TTT,Buy,40,1310.7
VVV,Buy,700,1420.5
CGG,Buy,260,1422.2
CCC,Buy,490,1226.8
EEE,Buy,200,1318.5
UUU,Sell,60,680
EEE,Sell,450,1361.8
VVV,Sell,190,1396.6
PPP,Buy,780,938
VVV,Buy,220,1405.6
FFF,Sell,270,249
SSS,Sell,260,873
CGG,Buy,900,1405.8
CGG,Buy,530,1416.3
EEE,Buy,330,1326.9
NEH,Buy,120,514
NEH,Buy,820,522
AAA,Sell,540,1209
BBB,Buy,290,471
DLH,Buy,910,171
MMM,Sell,120,1675.5
PDB,Sell,50,465
CCC,Buy,370,1237.9
HSW,Buy,640,1054.2
BBB,Sell,470,461
DLH,Buy,330,176
CCC,Buy,640,1244.7
CCC,Buy,260,1241.2
PDB,Sell,780,472
HRT,Buy,940,922
DDD,Buy,430,1568.5
DLH,Buy,340,172
MDU,Buy,630,1646.4
DLH,Sell,730,171
BBB,Sell,980,463
DLH,Buy,50,174
CCC,Sell,940,1242.9
TQM,Sell,350,1062.9
CCC,Buy,200,1233.4
KKK,Sell,80,1695.3
GKH,Sell,370,1340.3
BBB,Sell,930,468
RRR,Sell,460,114
MDU,Buy,340,1638
GKH,Buy,20,1321.6
EEE,Buy,150,1344.5
TQM,Sell,900,1060.4
FFF,Buy,750,249
DLH,Sell,560,175
PDB,Sell,310,473
CGG,Sell,770,1421.4
VVV,Buy,130,1401
UUU,Sell,880,680
SSS,Sell,80,861
CCC,Buy,630,1236.1
HSW,Buy,400,1080.9
HRT,Buy,640,910
GGG,Buy,600,596
SSS,Buy,990,876
AAA,Buy,410,1214.4
TTT,Sell,130,1329.4
MMM,Buy,870,1688.7
TTT,Sell,490,1322.7
AAA,Sell,500,1198.1
KKK,Buy,200,1692.3
GKH,Sell,90,1325.7
GKH,Sell,840,1324.5
BBB,Buy,50,465
KKK,Buy,370,1683.2
BBB,Sell,610,469
QQQ,Buy,770,1655.4
PDB,Sell,830,467
GKH,Buy,910,1326.4
BBB,Sell,80,467
TQM,Sell,190,1061.2
AAA,Sell,610,1219.3
VVV,Buy,930,1438
FFF,Sell,520,247
BBB,Buy,260,468
FVD,Sell,30,651
PDB,Sell,560,460
HRT,Sell,310,921
CGG,Buy,270,1408.9
FVD,Buy,640,664
NEH,Buy,920,513
MDU,Sell,140,1675.2
VVV,Buy,510,1395.1
FFF,Buy,350,247
AAA,Sell,470,1220.2
MMM,Buy,160,1667.8
PDB,Sell,180,467
CCC,Sell,750,1251.6
RRR,Buy,500,113
RRR,Sell,940,116
TTT,Sell,140,1306.5
MMM,Buy,270,1714.3
RRR,Sell,350,114
FVD,Buy,690,661
PDB,Buy,460,463
GGG,Sell,730,586
TQM,Buy,580,1058.1
FFF,Buy,230,248
VVV,Sell,830,1392.9
BBB,Sell,900,463
TTT,Sell,520,1321.8
GKH,Sell,310,1357.2
HSW,Sell,440,1070.5
DLH,Sell,930,172
MMM,Sell,430,1688.6
DLH,Buy,880,174
HHH,Buy,930,1934.2
DLH,Buy,740,174
FVD,Sell,630,678
SSS,Buy,120,858
GGG,Sell,550,598
MDU,Buy,310,1662.7
CGG,Sell,910,1420.6
GKH,Buy,430,1317.5
TTT,Sell,130,1339.3
GKH,Buy,300,1310.5
SSS,Sell,280,864
AAA,Buy,880,1219.2
TTT,Sell,190,1314.4
AAA,Buy,810,1226.4
GGG,Sell,470,584
MDU,Buy,30,1670
NEH,Sell,730,516
NNN,Buy,800,626
TTT,Buy,540,1325.9
TQM,Buy,170,1059.6
GGG,Buy,940,598
FFF,Buy,900,246
AAA,Buy,290,1229.9
TQM,Sell,610,1071.7
PDB,Buy,360,471
PDB,Buy,900,471
HRT,Buy,500,923
AAA,Sell,630,1185.6
TQM,Buy,670,1052.6
TTT,Buy,860,1344.5
CCC,Buy,940,1247.3
FFF,Sell,540,244
CCC,Sell,500,1246.5
BBB,Sell,230,460
CGG,Buy,590,1438.8
MMM,Sell,810,1694.2
JJJ,Buy,190,729
MMM,Buy,370,1693.1
FFF,Buy,100,246
BBB,Sell,750,466
GGG,Buy,850,589
AAA,Buy,530,1218.4
PDB,Sell,630,465
PPP,Sell,550,938
EEE,Sell,120,1342
GGG,Buy,310,585
TTT,Buy,370,1312.1
UUU,Sell,910,676
MMM,Buy,570,1668.8
EEE,Sell,960,1300.7
TTT,Buy,650,1331.2
FVD,Sell,330,664
SSS,Sell,930,876
NEH,Buy,920,523
MMM,Buy,130,1710.6
FFF,Sell,900,248
VVV,Buy,370,1383.7
FVD,Sell,860,658
YYY,Buy,530,61
AAA,Sell,100,1201.7
BBB,Sell,30,466
NNN,Sell,840,628
PDB,Buy,770,466
KKK,Buy,600,1674.4
PDB,Buy,680,469
UUU,Buy,910,672
HSW,Buy,420,1065.8
FFF,Sell,480,243
GGG,Sell,780,583
KKK,Sell,780,1673.6
CGG,Sell,70,1417.4
VVV,Buy,650,1403.2
TTT,Buy,850,1325.9
DLH,Sell,930,177
FVD,Sell,320,656
PPP,Sell,920,961
DLH,Buy,460,175
EEE,Sell,700,1333.4
UUU,Buy,920,674
JJJ,Buy,880,735
MMM,Sell,180,1685
FFF,Buy,40,247
SSS,Sell,810,861
TTT,Sell,920,1326.5
TTT,Sell,40,1309.4
PPP,Sell,570,948
YYY,Buy,890,61
TTT,Buy,620,1345.5
HRT,Sell,760,899
SSS,Sell,620,884
GKH,Sell,100,1323.8
AAA,Sell,180,1221.6
NEH,Buy,260,515
HHH,Sell,470,1887.1
FVD,Buy,900,652
PPP,Sell,750,956
CCC,Sell,760,1239.7
GKH,Buy,980,1341.4
VVV,Sell,880,1416.9
GKH,Sell,550,1345.6
MMM,Sell,580,1681
MMM,Buy,30,1709.2
PPP,Buy,220,930
TTT,Sell,760,1344
CGG,Sell,40,1415.6
PDB,Buy,460,469
CCC,Buy,750,1255.5
CGG,Sell,700,1410
PDB,Buy,60,473
CGG,Buy,20,1410.6
PPP,Sell,190,966
PPP,Buy,900,945
CCC,Sell,70,1231
DLH,Sell,610,175
XXX,Buy,70,1356.8
CCC,Buy,670,1244.5
HRT,Sell,30,903
PDB,Sell,680,475
NEH,Sell,870,516
FFF,Sell,140,247
TTT,Buy,720,1325.5
MMM,Buy,810,1698.6
MDU,Sell,400,1637.7
NEH,Sell,800,520
GKH,Sell,610,1327.1
BBB,Sell,510,464
CCC,Sell,860,1231.2
GGG,Sell,470,587
GKH,Sell,300,1342.5
CCC,Buy,420,1232.3
HSW,Sell,550,1082.4
FVD,Sell,460,663
EEE,Sell,310,1307.5
GGG,Buy,870,602
HSW,Buy,430,1048.7
YYY,Sell,190,62
CCC,Sell,780,1241.8
DLH,Sell,200,175
PPP,Buy,840,948
DLH,Sell,830,174
FVD,Buy,810,660
TTT,Sell,820,1323.4
PDB,Sell,510,465
FFF,Buy,800,245
PPP,Buy,330,956
PDB,Buy,160,466
DLH,Sell,900,175
BBB,Sell,540,471
RRR,Buy,170,115
FFF,Buy,720,246
YYY,Sell,470,62
GGG,Sell,560,592
VVV,Buy,850,1412.8
PPP,Sell,710,945
TTT,Sell,310,1333.9
AAA,Sell,400,1230.8
EEE,Buy,320,1316.8
GGG,Sell,940,579
FVD,Sell,290,664
FFF,Buy,520,247
AAA,Sell,350,1221.5
WWW,Sell,580,1515.1
RRR,Buy,800,114
AAA,Sell,200,1211.9
PDB,Sell,710,473
PPP,Buy,770,964
GKH,Sell,840,1329.9
HSW,Buy,70,1067.2
CCC,Buy,270,1234.3
GKH,Buy,940,1327.8
TTT,Sell,460,1332.8
TQM,Sell,340,1053.2
HRT,Buy,400,931
GKH,Buy,130,1347.7
SSS,Buy,330,856
GGG,Sell,420,587
NEH,Buy,250,518
PPP,Buy,670,951
GGG,Sell,660,584
DLH,Buy,310,174
MDU,Buy,500,1652
GGG,Buy,540,589
CCC,Buy,430,1246.1
GGG,Sell,360,586
VVV,Buy,290,1405.9
CCC,Sell,860,1238.9
FFF,Buy,610,243
CGG,Sell,960,1416.2
HSW,Sell,200,1057
TQM,Sell,930,1060.1
PPP,Buy,750,956
KKK,Buy,940,1673.8
CCC,Sell,110,1243.1
FVD,Buy,930,655
HSW,Buy,790,1067.9
DLH,Sell,100,175
CCC,Sell,870,1269.3
VVV,Sell,230,1410.5
CCC,Sell,520,1210.3
CCC,Sell,340,1255.8
BBB,Sell,30,459
TTT,Sell,820,1334.7
CCC,Buy,270,1234.7
CCC,Buy,190,1255.9
CCC,Sell,340,1245
XXX,Sell,920,1367.8
AAA,Buy,30,1202.8
YYY,Sell,100,63
YYY,Sell,160,61
EEE,Buy,600,1321.7
NEH,Buy,680,527
PPP,Buy,470,955
TTT,Buy,970,1324.4
CCC,Sell,160,1233.6
VVV,Sell,370,1422
FFF,Buy,660,247
VVV,Buy,640,1418.9
VVV,Buy,330,1419.1
BBB,Buy,230,470
AAA,Sell,320,1209.5
HRT,Sell,950,905
EEE,Sell,150,1325.4
VVV,Sell,810,1406.4
FVD,Buy,60,651
VVV,Buy,300,1402.5
HSW,Sell,410,1060
FFF,Buy,130,249
RRR,Buy,350,115
VVV,Buy,40,1402.3
CCC,Buy,550,1227.6
GKH,Buy,680,1360.8
TTT,Buy,60,1329.9
UUU,Sell,100,692
MMM,Buy,460,1650.5
GGG,Sell,50,589
PPP,Sell,30,949
CGG,Buy,210,1427.2
BBB,Sell,430,464
GKH,Sell,930,1334.6
SSS,Sell,30,873
XXX,Buy,980,1372.6
MMM,Buy,160,1693.4
RRR,Sell,820,114
CCC,Sell,690,1235.3
CCC,Buy,960,1248
GKH,Sell,630,1331.8
KKK,Sell,470,1666.3
SSS,Sell,290,882
PDB,Sell,570,466
HRT,Sell,270,917
TTT,Sell,310,1325
MMM,Sell,770,1672.5
GKH,Buy,80,1338.3
EEE,Buy,200,1336.1
GKH,Buy,310,1331.4
UUU,Buy,500,681
FFF,Buy,500,246
YYY,Sell,440,62
VVV,Buy,880,1381.1
HSW,Buy,860,1073.2
GGG,Sell,60,584
TTT,Buy,250,1308.8
GGG,Buy,110,593
CCC,Sell,860,1251
CCC,Buy,60,1247.5
MMM,Buy,950,1700
CGG,Buy,540,1399.7
CGG,Sell,370,1410.1
GKH,Sell,790,1328.3
DDD,Buy,520,1562.1
RRR,Buy,620,114
PPP,Buy,630,949
TTT,Buy,250,1333.6
BBB,Buy,110,463
WWW,Sell,380,1514
FFF,Buy,50,250
DLH,Buy,110,172
AAA,Sell,820,1186.8
EEE,Buy,690,1310.1
CGG,Buy,990,1424.9
HSW,Sell,640,1046.1
VVV,Sell,820,1400
BBB,Buy,500,464
BBB,Buy,400,467
FFF,Sell,620,245
DLH,Buy,220,175
HRT,Buy,480,914
AAA,Buy,750,1203.2
TQM,Sell,840,1054.6
MMM,Sell,310,1723.4
AAA,Sell,200,1205.3
BBB,Sell,250,462
CCC,Sell,570,1253.2
FFF,Buy,590,244
SSS,Buy,940,873
TTT,Sell,760,1308.1
DLH,Sell,220,172
KKK,Buy,540,1632.7
MMM,Buy,900,1687.5
GGG,Sell,40,593
GGG,Sell,590,589
TQM,Buy,360,1074.2
WWW,Sell,90,1515
GGG,Buy,60,587
GGG,Buy,590,586
TQM,Buy,890,1061.4
HSW,Buy,20,1042.8
GGG,Sell,210,591
FFF,Buy,160,248
FVD,Buy,340,656
TTT,Buy,120,1333.4
NNN,Buy,930,623
BBB,Buy,40,468
GKH,Buy,330,1325.5
HRT,Buy,640,909
CCC,Buy,530,1230.4
FFF,Sell,560,244
BBB,Sell,430,473
UUU,Sell,420,684
EEE,Buy,810,1340.9
MMM,Sell,260,1649.2
CCC,Buy,430,1214.6
PPP,Buy,520,945
MDU,Buy,740,1666.9
GGG,Sell,950,587
CCC,Sell,980,1243.9
PDB,Buy,270,470
CCC,Buy,870,1223.7
SSS,Buy,880,866
BBB,Sell,50,464
QQQ,Sell,970,1680.5
CGG,Buy,100,1431.6
EEE,Sell,340,1320.7
DLH,Sell,740,175
HRT,Sell,910,914
FVD,Sell,120,655
FVD,Buy,430,652
MDU,Buy,990,1662.7
AAA,Buy,120,1211.8
BBB,Buy,120,458
BBB,Buy,460,475
GGG,Buy,380,588
CCC,Buy,950,1226
GGG,Buy,880,594
BBB,Sell,900,466
PDB,Buy,670,470
NEH,Sell,740,517
TQM,Buy,90,1084.2
NEH,Sell,540,512
EEE,Sell,880,1321.1
EEE,Sell,530,1330.8
KKK,Sell,370,1685.7
HHH,Sell,590,1913.6
VVV,Sell,680,1403
CCC,Sell,230,1233.2
EEE,Sell,590,1337.7
HRT,Buy,700,911
FFF,Buy,660,243
NEH,Buy,70,513
HRT,Buy,370,919
DDD,Sell,820,1559.1
FVD,Buy,940,668
MMM,Buy,590,1656.7
EEE,Buy,170,1312.7
EEE,Sell,180,1326.6
MMM,Buy,170,1684.7
TQM,Buy,710,1054.7
QQQ,Sell,690,1657.8
CCC,Sell,960,1238
FFF,Buy,460,245
FFF,Buy,970,248
VVV,Sell,730,1411.9
MMM,Buy,40,1665.8
CCC,Buy,990,1197.8
CCC,Buy,90,1239.6
VVV,Sell,700,1416.9
DLH,Sell,130,177
PDB,Sell,90,468
FVD,Sell,40,652
HRT,Buy,640,920
CCC,Buy,830,1223.2
QQQ,Sell,860,1648.5
RRR,Buy,320,112
BBB,Sell,950,470
CCC,Buy,850,1265.6
VVV,Sell,920,1406.2
MDU,Sell,840,1657.4
FFF,Sell,20,240
GKH,Buy,740,1308.5
CCC,Buy,490,1235.1
GGG,Sell,780,590
TQM,Sell,450,1074.6
TQM,Sell,680,1070.1
FFF,Sell,730,249
UUU,Sell,970,687
CCC,Buy,590,1258
PDB,Sell,530,475
EEE,Sell,760,1303.4
RRR,Sell,470,113
RRR,Sell,690,112
FFF,Buy,440,246
NNN,Buy,620,631
CCC,Sell,190,1228.1
DLH,Buy,420,174
HRT,Buy,500,911
RRR,Buy,340,116
PDB,Buy,360,477
MDU,Buy,230,1650.6
XXX,Sell,470,1364.6
TTT,Buy,250,1316.6
GKH,Sell,480,1343.7
AAA,Sell,930,1220.2
VVV,Sell,620,1429.2
TQM,Sell,420,1059
TTT,Sell,800,1318.7
AAA,Buy,370,1218.6
GGG,Buy,160,587
DLH,Sell,520,171
PDB,Buy,470,462
TQM,Sell,620,1051.9
GKH,Buy,480,1357
CCC,Sell,10,1255.4
CCC,Buy,420,1229.8
TTT,Sell,500,1334.6
RRR,Buy,920,114
VVV,Buy,970,1381.8
CGG,Buy,230,1412.9
PDB,Sell,670,464
HRT,Sell,190,915
FVD,Sell,810,654
GGG,Buy,70,590
GKH,Sell,490,1333
PDB,Buy,800,467
DLH,Sell,430,172
DDD,Buy,90,1573.4
VVV,Buy,750,1383.2
PPP,Sell,630,938
TQM,Sell,730,1063.2
NEH,Sell,860,512
GGG,Sell,430,599
FFF,Sell,80,248
AAA,Sell,620,1231.5
GKH,Buy,370,1329
DLH,Buy,460,172
EEE,Sell,420,1315.6
CGG,Buy,600,1407.4
TQM,Sell,120,1046.9
HRT,Buy,90,918
KKK,Buy,140,1659.8
YYY,Buy,370,61
YYY,Sell,890,62
DLH,Sell,520,173
CCC,Sell,650,1254
PPP,Buy,890,952
